user.id,doc.id,rating
12,4954,1
12,5002,1
12,5006,1
12,6402,1
12,6432,1
12,6658,1
12,6798,1
12,7319,1
12,8072,1
12,9025,1
12,9631,1
12,9649,1
12,9781,1
12,10277,1
12,11130,1
12,11136,1
12,11176,1
12,11210,1
12,11665,1
12,12001,1
12,12210,1
12,12314,1
12,12353,1
12,12464,1
12,12970,1
12,14288,1
13,3,1
13,15,1
13,123,1
13,353,1
13,408,1
13,618,1
13,928,1
13,1481,1
13,1539,1
13,2199,1
13,2290,1
13,2769,1
13,2831,1
13,2976,1
13,3161,1
13,3308,1
13,3359,1
13,3628,1
13,3706,1
13,3815,1
13,4203,1
13,4212,1
13,4224,1
13,4409,1
13,4412,1
13,4944,1
13,4980,1
13,5131,1
13,6165,1
13,6192,1
13,6443,1
13,6783,1
13,6821,1
13,6891,1
13,7370,1
13,7871,1
13,8063,1
13,8120,1
13,8139,1
13,8154,1
13,8595,1
13,8712,1
13,8935,1
13,9016,1
13,9836,1
13,9888,1
13,10231,1
13,10266,1
13,10629,1
13,10684,1
13,10988,1
13,11247,1
13,11278,1
13,11492,1
13,11505,1
13,11568,1
13,11603,1
13,11732,1
13,12260,1
13,12306,1
13,12392,1
13,12442,1
13,12991,1
13,13003,1
13,13728,1
13,13917,1
13,14188,1
13,14255,1
13,14333,1
13,14790,1
13,15245,1
13,15879,1
13,15956,1
13,15958,1
13,15979,1
13,16040,1
13,16046,1
13,16224,1
13,16301,1
13,16722,1
13,16815,1
13,16879,1
14,278,1
14,967,1
14,1404,1
14,1838,1
14,1930,1
14,2590,1
14,2830,1
14,2879,1
14,2903,1
14,3076,1
14,3878,1
14,4580,1
14,4778,1
14,5041,1
14,6038,1
14,6513,1
14,7001,1
14,7055,1
14,7230,1
14,8072,1
15,375,1
15,2534,1
15,4080,1
15,4421,1
15,7030,1
15,7454,1
15,9534,1
15,9629,1
15,10738,1
15,12572,1
15,12682,1
15,13448,1
16,824,1
16,4180,1
16,6360,1
16,11641,1
16,12827,1
16,15114,1
16,15709,1
16,16046,1
16,16099,1
16,16320,1
17,221,1
17,886,1
17,1181,1
17,1182,1
17,2463,1
17,2636,1
17,2638,1
17,2795,1
17,3013,1
17,4284,1
17,5604,1
17,5850,1
17,8021,1
17,9223,1
17,10919,1
17,12202,1
17,13087,1
17,14023,1
17,15929,1
18,442,1
18,2720,1
18,2721,1
18,2722,1
18,2822,1
18,3482,1
18,3592,1
18,3822,1
18,3971,1
18,4140,1
18,4668,1
18,5702,1
18,6417,1
18,6573,1
18,7314,1
19,2465,1
19,3065,1
19,3615,1
19,4236,1
19,4630,1
19,4798,1
19,5837,1
19,5995,1
19,6864,1
19,9701,1
20,6485,1
20,10506,1
20,10606,1
20,11159,1
20,11212,1
20,11329,1
20,11585,1
20,12463,1
20,12507,1
20,12843,1
20,13096,1
20,13444,1
20,13445,1
20,13492,1
20,13875,1
20,13943,1
20,14019,1
20,14165,1
20,14169,1
20,14177,1
20,14178,1
20,14349,1
20,14524,1
21,21,1
21,109,1
21,265,1
21,329,1
21,753,1
21,904,1
21,922,1
21,945,1
21,995,1
21,1006,1
21,1008,1
21,1114,1
21,1115,1
21,1123,1
21,1169,1
21,1182,1
21,1195,1
21,1198,1
21,1211,1
21,1251,1
21,1535,1
21,1545,1
21,1566,1
21,1603,1
21,1626,1
21,1627,1
21,1665,1
21,1666,1
21,1672,1
21,1678,1
21,1690,1
21,1692,1
21,2167,1
21,2220,1
21,2366,1
21,2369,1
21,2417,1
21,2597,1
21,2711,1
21,3214,1
21,3247,1
21,3317,1
21,3322,1
21,3365,1
21,3366,1
21,3368,1
21,4389,1
21,4958,1
21,5045,1
21,5071,1
21,5108,1
21,5109,1
21,5616,1
21,5617,1
21,5618,1
21,5619,1
21,5620,1
21,5621,1
21,5622,1
21,5623,1
21,5624,1
21,5625,1
21,5626,1
21,5627,1
21,5628,1
21,5629,1
21,5630,1
21,5631,1
21,5632,1
21,5633,1
21,5634,1
21,5635,1
21,5636,1
21,5660,1
21,5722,1
21,5876,1
21,5877,1
21,5878,1
21,5879,1
21,5880,1
21,5881,1
21,5882,1
21,5883,1
21,5884,1
21,5885,1
21,5886,1
21,5887,1
21,5888,1
21,5889,1
21,5890,1
21,5891,1
21,5892,1
21,5893,1
21,5894,1
21,5895,1
21,5896,1
21,5897,1
21,5898,1
21,5899,1
21,5900,1
21,5901,1
21,5902,1
21,5903,1
21,5904,1
21,5905,1
21,7073,1
21,9762,1
21,9865,1
21,9866,1
21,9867,1
21,9868,1
21,9869,1
21,10364,1
21,15132,1
22,21,1
22,109,1
22,329,1
22,753,1
22,945,1
22,995,1
22,1006,1
22,1008,1
22,1114,1
22,1115,1
22,1169,1
22,1182,1
22,1195,1
22,1198,1
22,1211,1
22,1251,1
22,1535,1
22,1545,1
22,1566,1
22,1603,1
22,1626,1
22,1627,1
22,1665,1
22,1666,1
22,1672,1
22,1678,1
22,1690,1
22,1692,1
22,2220,1
22,2369,1
22,2417,1
22,2597,1
22,2711,1
22,3214,1
22,3317,1
22,3322,1
22,3365,1
22,3366,1
22,3368,1
22,4389,1
22,4958,1
22,5045,1
22,5108,1
22,5109,1
22,5660,1
22,5876,1
22,5877,1
22,5878,1
22,5879,1
22,5880,1
22,5881,1
22,5882,1
22,5883,1
22,5884,1
22,5885,1
22,5886,1
22,5887,1
22,5888,1
22,5889,1
22,5890,1
22,5891,1
22,5892,1
22,5893,1
22,5894,1
22,5895,1
22,5896,1
22,5897,1
22,5898,1
22,5899,1
22,5900,1
22,5901,1
22,5902,1
22,5903,1
22,5904,1
22,5905,1
23,268,1
23,281,1
23,286,1
23,287,1
23,399,1
23,400,1
23,431,1
23,711,1
23,712,1
23,815,1
23,910,1
23,911,1
23,1116,1
23,1157,1
23,1356,1
23,1359,1
23,1365,1
23,1369,1
23,1370,1
23,1372,1
23,1373,1
23,1708,1
23,2078,1
23,2335,1
23,2339,1
23,2343,1
23,2346,1
23,2347,1
23,2786,1
23,2788,1
23,2791,1
23,2884,1
23,2922,1
23,2984,1
23,3068,1
23,3227,1
23,3503,1
23,3639,1
23,3659,1
23,3660,1
23,3688,1
23,3689,1
23,4462,1
23,4463,1
23,4586,1
23,5396,1
23,5603,1
23,5604,1
23,5734,1
23,5782,1
23,5783,1
23,6920,1
23,6939,1
23,6972,1
23,6973,1
23,6974,1
23,7097,1
23,7188,1
23,7350,1
23,7402,1
23,7438,1
23,7507,1
23,8017,1
23,8113,1
23,8179,1
23,8699,1
23,9375,1
23,9760,1
23,10466,1
23,11698,1
24,462,1
24,467,1
24,502,1
24,686,1
24,688,1
24,768,1
24,1304,1
24,1305,1
24,1581,1
24,1600,1
24,1674,1
24,1738,1
24,1938,1
24,2194,1
24,2365,1
24,3089,1
24,3442,1
24,3692,1
24,3727,1
24,3803,1
24,3904,1
24,3963,1
24,3964,1
24,4049,1
24,4156,1
24,4178,1
24,4311,1
24,4330,1
24,4360,1
24,4649,1
24,4690,1
24,4851,1
24,4873,1
24,4911,1
24,4916,1
24,5165,1
24,5166,1
24,5167,1
24,5345,1
24,5377,1
24,5381,1
24,5639,1
24,5717,1
24,5718,1
24,5819,1
24,6274,1
24,7077,1
24,7261,1
24,7313,1
24,7372,1
24,7562,1
24,7618,1
24,7648,1
24,7759,1
24,7825,1
24,8273,1
24,8363,1
24,8684,1
24,8756,1
24,9131,1
24,9148,1
24,9322,1
24,9421,1
24,9498,1
24,9626,1
24,9693,1
24,9694,1
24,9696,1
24,9904,1
24,9906,1
24,9915,1
24,10042,1
24,10216,1
24,10253,1
24,10316,1
24,10531,1
24,10561,1
24,10569,1
24,10633,1
24,10649,1
24,10651,1
24,10663,1
24,10706,1
24,10707,1
24,10715,1
24,10717,1
24,10723,1
24,10731,1
24,10758,1
24,10769,1
24,10795,1
24,10861,1
24,10944,1
24,10951,1
24,11192,1
24,11247,1
24,11274,1
24,11324,1
24,11583,1
24,11820,1
24,11839,1
24,11957,1
24,12085,1
24,12154,1
24,12228,1
24,12289,1
24,12430,1
24,12510,1
24,12616,1
24,12644,1
24,12791,1
24,12920,1
24,12946,1
24,13035,1
24,13059,1
24,13079,1
24,13093,1
24,13111,1
24,13131,1
24,13287,1
24,13302,1
24,13317,1
24,13321,1
24,13322,1
24,13349,1
24,13358,1
24,13411,1
24,13543,1
24,13547,1
24,13548,1
24,13611,1
24,13648,1
24,13746,1
24,13887,1
24,13901,1
24,14009,1
24,14174,1
24,14202,1
24,14450,1
24,14499,1
24,14503,1
24,14511,1
24,14527,1
24,14557,1
24,14574,1
24,14581,1
24,14636,1
24,14641,1
24,14657,1
24,14704,1
24,14706,1
24,14717,1
24,14730,1
24,14746,1
24,14771,1
24,14783,1
24,14947,1
24,15031,1
24,15067,1
24,15142,1
24,15219,1
24,15226,1
24,15268,1
24,15355,1
24,15358,1
24,15413,1
24,15820,1
24,15866,1
24,16065,1
24,16067,1
24,16135,1
24,16384,1
24,16476,1
24,16494,1
24,16500,1
24,16521,1
24,16607,1
24,16611,1
24,16634,1
24,16744,1
25,24,1
25,29,1
25,74,1
25,381,1
25,2534,1
25,7005,1
25,10000,1
25,10547,1
25,10920,1
25,10945,1
25,10967,1
25,11886,1
25,12147,1
25,12149,1
25,13884,1
25,13973,1
25,14036,1
25,14263,1
25,14604,1
25,14791,1
25,14901,1
25,14940,1
25,15159,1
25,15201,1
25,15329,1
25,15349,1
25,15585,1
25,15601,1
25,15641,1
25,15677,1
25,15863,1
25,16326,1
25,16465,1
26,827,1
26,1142,1
26,1714,1
26,1721,1
26,1722,1
26,1833,1
26,1968,1
26,2160,1
26,2212,1
26,4882,1
26,4959,1
26,5551,1
26,5820,1
26,5896,1
26,7508,1
26,7555,1
26,7556,1
26,13082,1
27,3971,1
27,4019,1
27,4407,1
27,4588,1
27,5224,1
27,5746,1
27,5978,1
27,6417,1
27,6573,1
27,8852,1
27,8902,1
27,9843,1
27,10241,1
27,11744,1
27,12771,1
27,12772,1
27,12826,1
27,12975,1
27,13056,1
27,15247,1
28,101,1
28,381,1
28,478,1
28,741,1
28,1085,1
28,1840,1
28,1942,1
28,1951,1
28,2598,1
28,2692,1
28,2823,1
28,3325,1
28,3328,1
28,3330,1
28,3468,1
28,3845,1
28,5591,1
28,5835,1
28,5942,1
28,6799,1
28,6800,1
28,6801,1
28,6803,1
28,6804,1
28,6805,1
28,6806,1
28,6807,1
28,6808,1
28,6809,1
28,6810,1
28,6811,1
28,6812,1
28,8347,1
28,10177,1
28,10935,1
28,10936,1
29,227,1
29,1182,1
29,1214,1
29,1346,1
29,2217,1
29,3415,1
29,4344,1
29,5057,1
29,6545,1
29,7659,1
29,7828,1
30,1105,1
30,1193,1
30,1701,1
30,1916,1
30,1918,1
30,1975,1
30,2524,1
30,2610,1
30,3534,1
30,3667,1
30,6675,1
30,6928,1
30,7019,1
30,7520,1
30,9163,1
30,12521,1
31,108,1
31,587,1
31,1526,1
31,1551,1
31,1558,1
31,1564,1
31,1585,1
31,1641,1
31,1705,1
31,2025,1
31,2049,1
31,3171,1
31,3530,1
31,3854,1
31,4095,1
31,4587,1
31,4758,1
31,4760,1
31,4762,1
31,5234,1
31,6139,1
31,6290,1
31,6424,1
31,6970,1
31,9079,1
31,9883,1
31,10495,1
31,10781,1
31,10782,1
31,10829,1
31,10873,1
31,11183,1
31,11891,1
32,619,1
32,753,1
32,3101,1
32,3735,1
32,4212,1
32,6178,1
32,8837,1
32,12879,1
32,13320,1
32,13899,1
32,14106,1
32,14135,1
32,14380,1
32,16203,1
33,2745,1
33,4989,1
33,5775,1
33,7546,1
33,8421,1
33,8505,1
33,8512,1
33,9165,1
33,9894,1
33,9967,1
33,10305,1
33,10389,1
33,10496,1
33,10606,1
33,11092,1
33,12256,1
34,3647,1
34,8950,1
34,8983,1
34,9164,1
34,10183,1
34,10992,1
34,11839,1
34,11919,1
34,12044,1
34,12531,1
34,13059,1
34,13192,1
34,13411,1
34,13648,1
34,14277,1
34,14366,1
34,14383,1
34,14685,1
34,14706,1
34,15414,1
34,15615,1
34,15859,1
34,15909,1
34,16102,1
34,16193,1
34,16393,1
34,16494,1
34,16610,1
35,30,1
35,71,1
35,242,1
35,562,1
35,923,1
35,1108,1
35,1123,1
35,1188,1
35,1204,1
35,1214,1
35,1666,1
35,2222,1
35,2237,1
35,2241,1
35,2352,1
35,2495,1
35,2501,1
35,2836,1
35,3051,1
35,3182,1
35,3188,1
35,3189,1
35,3711,1
35,3736,1
35,3778,1
35,4060,1
35,4113,1
35,4172,1
35,4642,1
35,4821,1
35,5849,1
35,6339,1
35,6640,1
35,6949,1
35,6963,1
35,7201,1
35,7290,1
35,7383,1
35,7626,1
35,7916,1
35,8158,1
35,8453,1
35,9010,1
35,9405,1
35,9500,1
35,9868,1
35,9965,1
35,10271,1
35,11209,1
35,11773,1
35,12332,1
35,12514,1
35,12521,1
35,13125,1
35,13183,1
35,13491,1
35,13874,1
35,14346,1
35,14612,1
35,14824,1
35,15195,1
35,15267,1
35,15932,1
36,918,1
36,940,1
36,1923,1
36,2259,1
36,2476,1
36,2654,1
36,2716,1
36,2955,1
36,4874,1
36,5266,1
36,6318,1
36,6740,1
36,6918,1
36,7104,1
36,7673,1
36,7899,1
36,8165,1
36,8594,1
36,9057,1
36,9156,1
36,9194,1
36,10090,1
36,10652,1
36,10700,1
36,10858,1
36,10862,1
36,11101,1
36,11200,1
36,13578,1
36,13860,1
36,13888,1
36,13891,1
36,14688,1
37,1131,1
37,2270,1
37,3231,1
37,6414,1
37,9581,1
37,9689,1
37,10911,1
37,11237,1
37,11978,1
37,12294,1
38,33,1
38,136,1
38,660,1
38,661,1
38,860,1
38,862,1
38,1746,1
38,1821,1
38,2683,1
38,2692,1
38,2830,1
38,2902,1
38,3224,1
38,3294,1
38,3311,1
38,3316,1
38,3469,1
38,3831,1
38,3851,1
38,3974,1
38,4591,1
38,4756,1
38,5169,1
38,5373,1
38,5800,1
38,6327,1
38,6351,1
38,6352,1
38,6549,1
38,7623,1
38,9294,1
38,9377,1
38,11837,1
39,2713,1
39,6326,1
39,12506,1
39,13259,1
39,13280,1
39,13535,1
39,14575,1
39,14630,1
39,14688,1
39,15760,1
39,16167,1
40,5071,1
40,5616,1
40,5617,1
40,5618,1
40,5619,1
40,5620,1
40,5621,1
40,5622,1
40,5623,1
40,5624,1
40,5625,1
40,5626,1
40,5627,1
40,5628,1
40,5629,1
40,5630,1
40,5631,1
40,5632,1
40,5633,1
40,5634,1
40,5635,1
40,5636,1
41,443,1
41,823,1
41,1248,1
41,2390,1
41,2420,1
41,2442,1
41,2654,1
41,3092,1
41,8117,1
41,8463,1
41,8734,1
41,9026,1
41,10099,1
41,11160,1
41,13743,1
42,915,1
42,1148,1
42,1237,1
42,1380,1
42,1383,1
42,1443,1
42,1447,1
42,1449,1
42,1450,1
42,1758,1
42,1760,1
42,1981,1
42,2045,1
42,2687,1
42,4455,1
42,4765,1
42,5821,1
42,6320,1
42,6431,1
42,6449,1
42,6665,1
42,7209,1
42,7516,1
42,7632,1
42,9262,1
42,9343,1
42,9745,1
42,10128,1
42,10791,1
42,11967,1
42,12586,1
43,702,1
43,889,1
43,1042,1
43,1137,1
43,1376,1
43,1461,1
43,1788,1
43,1934,1
43,1948,1
43,1949,1
43,1952,1
43,3052,1
43,3159,1
43,3499,1
43,4134,1
43,4252,1
43,4257,1
43,4258,1
43,4261,1
43,4263,1
43,4655,1
43,4790,1
43,4792,1
43,5323,1
43,5390,1
43,6021,1
43,7143,1
43,7915,1
43,8018,1
43,8520,1
43,8871,1
43,10219,1
43,10405,1
43,10617,1
43,10798,1
43,10813,1
43,11244,1
43,11742,1
43,11949,1
43,12133,1
43,12236,1
44,152,1
44,250,1
44,292,1
44,522,1
44,550,1
44,934,1
44,945,1
44,1035,1
44,1098,1
44,1101,1
44,1105,1
44,1214,1
44,1346,1
44,1677,1
44,1848,1
44,1866,1
44,2009,1
44,2010,1
44,2236,1
44,2303,1
44,2313,1
44,2324,1
44,2398,1
44,2401,1
44,2405,1
44,2406,1
44,2724,1
44,2741,1
44,3188,1
44,3214,1
44,3221,1
44,3447,1
44,3768,1
44,3809,1
44,3840,1
44,3973,1
44,4182,1
44,4198,1
44,4344,1
44,4635,1
44,5589,1
44,5911,1
44,6170,1
44,6355,1
44,6618,1
44,6881,1
44,7044,1
44,7178,1
44,7195,1
44,7309,1
44,7400,1
44,7516,1
44,7518,1
44,7541,1
44,7553,1
44,7732,1
44,7735,1
44,7747,1
44,7748,1
44,7801,1
44,8407,1
44,8570,1
44,8702,1
44,9106,1
44,9326,1
44,9721,1
44,9726,1
44,9741,1
44,9754,1
44,10355,1
44,10364,1
44,10482,1
44,10530,1
44,10556,1
44,10557,1
44,10766,1
44,10767,1
44,11364,1
44,11528,1
44,12188,1
44,13095,1
44,13464,1
44,13594,1
44,13644,1
44,15032,1
45,15,1
45,17,1
45,18,1
45,217,1
45,227,1
45,381,1
45,478,1
45,512,1
45,1201,1
45,1227,1
45,1707,1
45,1797,1
45,2039,1
45,2207,1
45,2217,1
45,3420,1
45,3423,1
45,3429,1
45,3434,1
45,3485,1
45,3557,1
45,3913,1
45,3982,1
45,4855,1
45,5274,1
45,6767,1
45,7155,1
45,8051,1
45,9291,1
45,9401,1
45,10417,1
45,10584,1
45,11165,1
45,11206,1
46,230,1
46,246,1
46,539,1
46,620,1
46,651,1
46,1032,1
46,1649,1
46,1884,1
46,1885,1
46,1886,1
46,1887,1
46,2385,1
46,3023,1
46,3142,1
46,3443,1
46,3445,1
46,3529,1
46,3759,1
46,5592,1
46,5936,1
46,12411,1
46,16295,1
47,132,1
47,629,1
47,768,1
47,1080,1
47,1632,1
47,2660,1
47,2711,1
47,3465,1
47,4047,1
47,4310,1
47,4311,1
47,6361,1
47,8167,1
47,8303,1
47,8756,1
47,8798,1
47,10126,1
47,10561,1
47,10609,1
47,11957,1
47,12086,1
47,12116,1
47,12155,1
47,12291,1
47,12517,1
47,13002,1
47,13059,1
47,13110,1
47,13240,1
47,13290,1
47,13322,1
47,13354,1
47,13411,1
47,13564,1
47,13831,1
47,13832,1
47,13841,1
47,13864,1
47,13939,1
47,13964,1
47,14063,1
47,14223,1
47,14228,1
47,14241,1
47,14260,1
47,14277,1
47,14410,1
47,14444,1
47,14581,1
47,14636,1
47,14648,1
47,14819,1
47,15111,1
47,15154,1
47,15226,1
47,15238,1
47,15287,1
47,15358,1
47,15472,1
47,15522,1
47,15532,1
47,15533,1
47,15538,1
47,15574,1
47,15586,1
47,15591,1
47,15606,1
47,15610,1
47,15615,1
47,15656,1
47,15660,1
47,15711,1
47,15755,1
47,15769,1
47,15818,1
47,15868,1
47,15908,1
47,15931,1
47,15978,1
47,15998,1
47,16065,1
47,16165,1
47,16229,1
47,16304,1
47,16310,1
47,16363,1
47,16421,1
47,16434,1
47,16435,1
47,16437,1
47,16467,1
47,16523,1
47,16563,1
47,16582,1
47,16607,1
47,16610,1
47,16611,1
47,16620,1
47,16639,1
47,16644,1
47,16711,1
47,16715,1
47,16724,1
47,16733,1
47,16744,1
47,16769,1
47,16776,1
47,16804,1
47,16808,1
47,16818,1
47,16820,1
48,27,1
48,486,1
48,1024,1
48,1583,1
48,1617,1
48,1621,1
48,1658,1
48,1811,1
48,2024,1
48,2928,1
48,3126,1
48,3128,1
48,3213,1
48,4405,1
48,4870,1
48,6433,1
48,7588,1
48,7597,1
48,8337,1
48,10377,1
48,10638,1
48,10777,1
48,11076,1
48,14527,1
49,18,1
49,1214,1
49,1728,1
49,1857,1
49,2195,1
49,2217,1
49,2945,1
49,3332,1
49,3414,1
49,3442,1
49,3898,1
49,4304,1
49,4652,1
49,5430,1
49,5470,1
49,5945,1
49,7044,1
49,7466,1
49,7469,1
49,7613,1
49,7955,1
49,8155,1
49,8567,1
49,8591,1
49,9148,1
49,9241,1
49,9696,1
49,9697,1
49,10815,1
49,10816,1
50,2,1
50,16,1
50,21,1
50,51,1
50,61,1
50,71,1
50,95,1
50,129,1
50,130,1
50,131,1
50,206,1
50,209,1
50,230,1
50,248,1
50,343,1
50,421,1
50,586,1
50,685,1
50,688,1
50,762,1
50,768,1
50,773,1
50,778,1
50,782,1
50,985,1
50,1019,1
50,1079,1
50,1080,1
50,1082,1
50,1182,1
50,1193,1
50,1213,1
50,1214,1
50,1220,1
50,1271,1
50,1291,1
50,1292,1
50,1293,1
50,1294,1
50,1297,1
50,1301,1
50,1306,1
50,1308,1
50,1309,1
50,1310,1
50,1311,1
50,1312,1
50,1313,1
50,1314,1
50,1322,1
50,1336,1
50,1337,1
50,1503,1
50,1544,1
50,1556,1
50,1558,1
50,1560,1
50,1563,1
50,1581,1
50,1587,1
50,1606,1
50,1612,1
50,1614,1
50,1616,1
50,1617,1
50,1620,1
50,1630,1
50,1633,1
50,1637,1
50,1649,1
50,1666,1
50,1669,1
50,1674,1
50,1686,1
50,1803,1
50,1804,1
50,1811,1
50,1902,1
50,2063,1
50,2195,1
50,2222,1
50,2223,1
50,2224,1
50,2226,1
50,2237,1
50,2241,1
50,2296,1
50,2371,1
50,2422,1
50,2458,1
50,2583,1
50,2629,1
50,2710,1
50,2783,1
50,2816,1
50,2826,1
50,3217,1
50,3332,1
50,3363,1
50,3366,1
50,3381,1
50,3451,1
50,3605,1
50,3648,1
50,3841,1
50,3853,1
50,3866,1
50,3900,1
50,4072,1
50,4125,1
50,4164,1
50,4166,1
50,4304,1
50,4309,1
50,4520,1
50,4548,1
50,4800,1
50,4841,1
50,4915,1
50,4960,1
50,4966,1
50,5167,1
50,5170,1
50,5210,1
50,5256,1
50,5279,1
50,5303,1
50,5361,1
50,5377,1
50,5462,1
50,5466,1
50,5468,1
50,5471,1
50,5472,1
50,5473,1
50,5474,1
50,5475,1
50,5476,1
50,5481,1
50,5482,1
50,5488,1
50,5490,1
50,5492,1
50,5495,1
50,5497,1
50,5498,1
50,5500,1
50,5502,1
50,5504,1
50,5505,1
50,5507,1
50,5510,1
50,5600,1
50,5715,1
50,5725,1
50,5788,1
50,5901,1
50,5931,1
50,5953,1
50,5958,1
50,5979,1
50,6072,1
50,6100,1
50,6205,1
50,6228,1
50,6238,1
50,6260,1
50,6265,1
50,6305,1
50,6530,1
50,6593,1
50,6714,1
50,6716,1
50,6782,1
50,6790,1
50,6977,1
50,7053,1
50,7059,1
50,7115,1
50,7190,1
50,7231,1
50,7287,1
50,7305,1
50,7336,1
50,7385,1
50,7424,1
50,7644,1
50,7755,1
50,7779,1
50,7906,1
50,7956,1
50,7986,1
50,8135,1
50,8181,1
50,8265,1
50,8278,1
50,8367,1
50,8382,1
50,8397,1
50,8453,1
50,8585,1
50,8709,1
50,8756,1
50,8777,1
50,8807,1
50,8880,1
50,8999,1
50,9113,1
50,9114,1
50,9138,1
50,9139,1
50,9411,1
50,9419,1
50,9431,1
50,9470,1
50,9653,1
50,9677,1
50,9696,1
50,9722,1
50,9842,1
50,9952,1
50,10120,1
50,10135,1
50,10188,1
50,10270,1
50,10294,1
50,10339,1
50,10362,1
50,10364,1
50,10384,1
50,10518,1
50,10576,1
50,10611,1
50,10754,1
50,10895,1
50,10978,1
50,11003,1
50,11198,1
50,11266,1
50,11291,1
